Rank,Code,Company,Price,Change,% Chg,Mkt Cap,1 Year
784,PAL,Palla Pharma Ltd,$0.75,-0.025,-3.23%,$94.46 M,-30.36%
639,PAN,Panoramic Resources Ltd,$0.07,-0.001,-1.41%,$143.56 M,-70.26%
296,PAR,Paradigm Biopharmaceuticals Ltd,$3.16,-0.08,-2.47%,$710.20 M,88.66%
621,PAXX,Platinum Asia Fund (Quoted Managed Hedge Fund),$5.08,-0.03,-0.59%,$154.34 M,19.81%
265,PBH,Pointsbet Holdings Ltd,$6.33,0.21,3.43%,$829.01 M,122.01%
619,PBP,Probiotec Ltd,$2.08,0.04,1.96%,$155.54 M,28.00%
"2,153",PBX,Pacific Bauxite Ltd,$0.00,0,0.00%,$1.19 M,-50.00%
722,PCG,Pengana Capital Group Ltd,$1.10,0,0.00%,$113.33 M,-28.11%
"2,174",PCH,Property Connect Holdings Ltd,$0.00,0,0.00%,$685.86 TH,-50.00%
402,PCI,Perpetual Credit Income Trust,$0.97,0.005,0.52%,$388.32 M,-15.65%
734,PCK,Painchek Ltd,$0.11,-0.005,-4.55%,$108.73 M,-46.15%
"1,897",PCL,Pancontinental Oil & Gas NL,$0.00,0,0.00%,$5.41 M,0.00%
866,PDI,Predictive Discovery Ltd,$0.09,0.003,3.45%,$74.15 M,660.42%
157,PDL,Pendal Group Ltd,$5.89,-0.04,-0.68%,$1.90 B,-21.47%
492,PDN,Paladin Energy Ltd,$0.13,0.01,8.70%,$253.49 M,-13.79%
"1,024",PDZ,Prairie Mining Ltd,$0.23,0,0.00%,$48.82 M,-4.17%
505,PE1,Pengana Private Equity Trust,$1.46,0.06,4.29%,$240.20 M,14.87%
"1,510",PEC,Perpetual Resources Ltd,$0.04,0,0.00%,$15.95 M,33.33%
"1,260",PEK,Peak Resources Ltd,$0.02,0,0.00%,$29.55 M,-50.00%
"1,817",PEL,Pelican Resources Ltd,$0.02,0,0.00%,$6.95 M,0.00%
966,PEN,Peninsula Energy Ltd,$0.06,0.001,1.59%,$56.46 M,-75.81%
558,PET,Phoslock Environmental Technologies Ltd,$0.31,-0.005,-1.59%,$193.75 M,-76.58%
"1,026",PEX,Peel Mining Ltd,$0.20,0.01,5.26%,$48.74 M,-36.51%
"1,523",PFG,Prime Financial Group Ltd,$0.08,0,0.00%,$15.63 M,17.65%
467,PFP,Propel Funeral Partners Ltd,$2.92,-0.04,-1.35%,$288.31 M,-11.25%
"1,749",PFT,Pure Foods Tasmania Ltd,$0.19,0,0.00%,$8.44 M,-26.92%
"1,417",PG1,Pearl Global Ltd,$0.08,0.004,5.26%,$20.10 M,-46.67%
947,PGC,Paragon Care Ltd,$0.18,-0.005,-2.78%,$59.13 M,-61.28%
442,PGF,PM Capital Global Opportunities Fund Ltd,$0.92,-0.005,-0.54%,$325.84 M,-18.58%
366,PGG,Partners Group Global Income Fund,$1.69,0.025,1.51%,$463.54 M,-18.20%
300,PGH,Pact Group Holdings Ltd,$2.03,-0.02,-0.98%,$698.31 M,-25.64%
"1,714",PGI,Panterra Gold Ltd,$0.05,0.001,2.13%,$9.37 M,128.57%
608,PGL,Prospa Group Ltd,$0.99,-0.005,-0.51%,$158.93 M,-73.38%
"1,420",PGM,Platina Resources Ltd,$0.05,0.012,28.57%,$20.05 M,25.58%
"1,809",PGR,The Pas Group Ltd,$0.05,0,0.00%,$7.11 M,-60.00%
"1,021",PGX,Primero Group Ltd,$0.29,-0.015,-5.00%,$48.93 M,-26.92%
"2,112",PGY,Pilot Energy Ltd,$0.02,0,0.00%,$1.91 M,28.57%
481,PIA,Pengana International Equities Ltd,$1.05,-0.01,-0.94%,$266.83 M,-2.33%
434,PIC,Perpetual Equity Investment Company Ltd,$0.96,0.01,1.06%,$332.18 M,-9.48%
"1,640",PIL,Peppermint Innovation Ltd,$0.01,0,0.00%,$11.47 M,-8.33%
"2,009",PIN,Pinchme.com Inc,$0.03,0.001,3.57%,$3.49 M,-71.00%
"1,487",PIODA,Pioneer Resources Ltd,$0.11,0,0.00%,$16.60 M,0.00%
"1,125",PIQ,Proteomics International Laboratories Ltd,$0.43,0.015,3.66%,$39.27 M,26.87%
451,PIXX,Platinum International Fund (Quoted Managed Hedge Fund),$4.21,-0.09,-2.09%,$312.44 M,-6.65%
"2,142",PKD,Parkd Ltd,$0.02,-0.003,-14.29%,$1.35 M,-80.00%
"2,150",PKO,Peako Ltd,$0.01,0,0.00%,$1.29 M,-37.50%
"1,228",PKS,PKS Holdings Ltd,$0.17,0.005,3.03%,$31.68 M,-2.86%
375,PL8,Plato Income Maximiser Ltd,$1.02,0.02,2.00%,$437.00 M,-12.60%
"2,099",PLC,PLC Financial Solutions Ltd,$0.01,0,0.00%,$2.09 M,0.00%
789,PLL,Piedmont Lithium Ltd,$0.09,0.004,4.65%,$93.18 M,-40.00%
306,PLS,Pilbara Minerals Ltd,$0.31,0.015,5.09%,$689.67 M,-38.00%
517,PLUS,Vaneck Vectors Australian Corporate Bond Plus ETF,$18.47,0.02,0.11%,$231.91 M,0.87%
"1,030",PLX,Pyrolyx AG,$0.41,0,0.00%,$48.42 M,-58.16%
"1,730",PM1,Pure Minerals Ltd,$0.01,0,0.00%,$8.79 M,-17.65%
925,PM8,Pensana Rare EARTHS Plc,$0.33,0.005,1.54%,$62.13 M,37.50%
410,PMC,Platinum Capital Ltd,$1.28,0,0.00%,$371.82 M,-24.26%
125,PME,Pro Medicus Ltd,$25.27,-0.77,-2.96%,$2.63 B,-12.04%
50,PMGOLD,Gold Corporation,$26.00,0,0.00%,$8.36 B,27.14%
129,PMV,Premier Investments Ltd,$15.90,0.01,0.06%,$2.52 B,-0.87%
"1,226",PMY,Pacifico Minerals Ltd,$0.01,0,0.00%,$31.77 M,83.33%
"1,459",PNC,Pioneer Credit Ltd,$0.29,0,0.00%,$18.07 M,-87.33%
272,PNI,Pinnacle Investment Management Group Ltd,$4.26,-0.24,-5.33%,$792.67 M,-6.99%
"1,304",PNL,Paringa Resources Ltd,$0.04,0,0.00%,$25.94 M,-54.49%
"2,128",PNN,Pepinnini Lithium Ltd,$0.00,0,0.00%,$1.63 M,-66.67%
466,PNR,Pantoro Ltd,$0.25,-0.025,-9.26%,$288.36 M,40.00%
177,PNV,Polynovo Ltd,$2.43,-0.01,-0.41%,$1.61 B,38.86%
913,PNW,Pacific Star Network Ltd,$0.29,0,0.00%,$64.90 M,-11.54%
"1,174",PNX,PNX Metals Ltd,$0.01,0.003,27.27%,$35.60 M,100.00%
768,PO3,Purifloh Ltd,$3.20,0.1,3.23%,$100.88 M,-1.54%
"1,724",POD,Podium Minerals Ltd,$0.04,-0.003,-7.90%,$9.05 M,-38.04%
869,POS,Poseidon Nickel Ltd,$0.03,-0.001,-3.45%,$74.00 M,-26.32%
"1,411",POU,Betashares British Pound ETF,$17.64,0.04,0.23%,$20.23 M,0.63%
"2,134",POW,Protean Energy Ltd,$0.01,-0.001,-16.67%,$1.56 M,-50.00%
385,PPC,Peet Ltd,$0.86,-0.035,-3.91%,$415.64 M,-26.50%
572,PPE,People Infrastructure Ltd,$2.02,0.02,1.00%,$181.09 M,-42.29%
679,PPG,Pro-Pac Packaging Ltd,$0.16,-0.005,-3.13%,$125.72 M,6.90%
133,PPH,Pushpay Holdings Ltd,$8.76,0.16,1.86%,$2.41 B,168.71%
478,PPK,PPK Group Ltd,$3.15,-0.03,-0.94%,$269.71 M,28.57%
"2,162",PPL,Pureprofile Ltd,$0.01,0,0.00%,$940.21 TH,-27.27%
557,PPS,Praemium Ltd,$0.48,0.02,4.40%,$194.12 M,18.75%
189,PPT,Perpetual Ltd,$30.74,-0.2,-0.65%,$1.46 B,-30.28%
"2,061",PPY,Papyrus Australia Ltd,$0.01,0,0.00%,$2.69 M,80.00%
"2,144",PRM,Prominence Energy NL,$0.00,0,0.00%,$1.32 M,0.00%
276,PRN,Perenti Global Ltd,$1.10,-0.05,-4.37%,$768.17 M,-41.44%
"1,041",PRO,Prophecy International Holdings Ltd,$0.74,0.02,2.78%,$47.37 M,72.09%
"1,187",PRT,Prime Media Group Ltd,$0.09,0.004,4.44%,$34.44 M,-55.24%
170,PRU,Perseus Mining Ltd,$1.47,-0.04,-2.66%,$1.72 B,121.97%
"1,110",PRX,Prodigy Gold NL,$0.07,-0.001,-1.41%,$40.64 M,-44.00%
"2,025",PRZ,Parazero Ltd,$0.04,0,0.00%,$3.31 M,-52.00%
"1,741",PSA,Petsec Energy Ltd,$0.02,0,0.00%,$8.58 M,-61.82%
"1,191",PSC,Prospect Resources Ltd,$0.12,0.033,37.93%,$34.31 M,-33.33%
284,PSI,PSC Insurance Group Ltd,$2.59,0.04,1.57%,$743.38 M,-4.07%
"1,636",PSL,Paterson Resources Ltd,$0.00,0,0.00%,$11.58 M,0.00%
503,PSQ,Pacific Smiles Group Ltd,$1.58,0.075,5.00%,$241.79 M,24.02%
"1,470",PSZ,PS&C Ltd,$0.04,0.002,6.06%,$17.54 M,24.98%
839,PTB,PTB Group Ltd,$0.64,-0.01,-1.55%,$79.68 M,0.70%
"1,036",PTL,Pental Ltd,$0.35,0,0.00%,$47.69 M,16.67%
144,PTM,Platinum Asset Management Ltd,$3.70,-0.09,-2.38%,$2.17 B,-23.40%
"1,389",PTR,Petratherm Ltd,$0.13,0.005,4.17%,$21.38 M,267.65%
"1,322",PTX,Prescient Therapeutics Ltd,$0.06,0.001,1.61%,$24.84 M,61.54%
"1,696",PUA,Pure Alumina Ltd,$0.03,-0.002,-6.67%,$9.88 M,-2.02%
"2,097",PUR,Pursuit Minerals Ltd,$0.01,0,0.00%,$2.12 M,-33.33%
"1,328",PVE,Po Valley Energy Ltd,$0.04,0,0.00%,$24.60 M,-30.91%
"2,109",PVL,Powerhouse Ventures Ltd,$0.06,0,0.00%,$1.94 M,-9.09%
640,PVS,Pivotal Systems Corporation,$1.26,0.13,11.50%,$143.13 M,-19.75%
412,PWG,Primewest,$1.05,-0.045,-4.11%,$366.59 M,-11.02%
368,PWH,PWR Holdings Ltd,$4.58,-0.1,-2.14%,$458.40 M,1.78%
965,PWL,Powerwrap Ltd,$0.28,-0.015,-5.17%,$56.46 M,-12.70%
"1,626",PWN,Parkway Minerals NL,$0.01,-0.001,-12.50%,$12.02 M,75.00%
"2,171",PWNCA,Parkway Minerals NL,$0.00,0,0.00%,$739.80 TH,50.00%
"1,254",PXS,Pharmaxis Ltd,$0.08,-0.001,-1.30%,$30.04 M,-68.33%
"1,395",PXX,Polarx Ltd,$0.04,0,0.00%,$21.12 M,-51.77%
405,PYC,PYC Therapeutics Ltd,$0.13,0,0.00%,$381.09 M,373.18%
957,PYG,Paygroup Ltd,$0.84,0,0.00%,$57.87 M,21.74%
"2,042",QAG,Betashares Agriculture ETF-Currency Hedged (Synthetic),$5.00,0.07,1.42%,$3.02 M,-14.53%
67,QAN,Qantas Airways Ltd,$3.51,-0.1,-2.77%,$6.54 B,-38.53%
519,QAU,Betashares Gold Bullion ETF - Currency Hedged,$17.28,-0.15,-0.86%,$231.01 M,19.59%
29,QBE,QBE Insurance Group Ltd,$9.26,-0.11,-1.17%,$13.60 B,-21.79%
"1,810",QCB,Betashares Commodities Basket ETF-Currency Hedged(Synthetic),$6.34,-0.05,-0.78%,$7.10 M,-23.61%
"1,960",QEM,QEM Ltd,$0.11,0,0.00%,$4.37 M,4.76%
688,QFE,Quickfee Ltd,$0.74,0.035,5.00%,$124.09 M,47.00%
"1,543",QFN,Betashares Australian Financials Sector ETF,$8.68,-0.04,-0.46%,$14.72 M,-24.98%
"2,104",QFY,Quantify Technology Holdings Ltd,$0.00,0,0.00%,$2.01 M,-83.33%
"1,834",QGL,Quantum Graphite Ltd,$0.03,0,0.00%,$6.57 M,-71.43%
564,QHAL,Vaneck Vectors MSCI World Ex Australia Quality (Hedged) ETF,$29.76,-0.34,-1.13%,$189.28 M,9.65%
886,QHL,Quickstep Holdings Ltd,$0.10,-0.007,-6.67%,$69.92 M,16.67%
620,QIP,QANTM Intellectual Property Ltd,$1.15,0.01,0.88%,$154.44 M,-24.34%
"1,077",QLTY,Betashares Global Quality Leaders ETF,$19.47,-0.03,-0.15%,$43.83 M,13.66%
"1,363",QMIX,SPDR MSCI World Quality MIX Fund,$20.20,-0.15,-0.74%,$22.42 M,-4.31%
522,QOZ,Betashares Ftse Rafi Australia 200 ETF,$11.58,-0.13,-1.11%,$228.64 M,-16.33%
287,QPON,Betashares Australian Bank Senior Floating Rate Bond ETF,$25.87,-0.07,-0.27%,$731.25 M,0.39%
860,QPR,Quattro Plus Real Estate,$0.94,0,0.00%,$75.52 M,-1.05%
885,QRE,Betashares Australian Resources Sector ETF,$6.09,-0.05,-0.81%,$69.93 M,-8.42%
436,QRI,Qualitas Real Estate Income Fund,$1.47,0.01,0.69%,$331.48 M,-10.35%
"2,092",QSS,Questus Ltd,$0.02,0,0.00%,$2.22 M,0.00%
"2,175",QTG,Q Technology Group Ltd,$0.00,0,0.00%,$600.83 TH,-55.56%
"1,097",QTM,Quantum Health Group Ltd,$0.04,0,0.00%,$41.75 M,42.31%
228,QUAL,Vaneck Vectors MSCI World Ex Australia Quality ETF,$31.22,-0.23,-0.73%,$1.06 B,13.40%
82,QUB,QUBE Holdings Ltd,$2.76,0,0.00%,$5.20 B,-9.23%
"2,172",QUE,Queste Communications Ltd,$0.03,0,0.00%,$730.95 TH,-56.45%
"1,071",QUS,Betashares Ftse Rafi U.S. 1000 ETF,$31.87,-0.39,-1.21%,$44.27 M,-12.01%
532,QVE,QV Equities Ltd,$0.82,-0.005,-0.61%,$217.63 M,-20.39%
"2,069",R3D,R3D Global Ltd,$0.06,0,0.00%,$2.59 M,44.74%
800,RAC,Race Oncology Ltd,$0.78,0,0.00%,$90.72 M,1450.00%
"2,114",RAG,Ragnar Metals Ltd,$0.01,-0.001,-14.29%,$1.88 M,0.00%
"1,998",RAN,Range International Ltd,$0.01,0,0.00%,$3.61 M,-64.29%
745,RAP,Resapp Health Ltd,$0.14,-0.005,-3.45%,$105.72 M,-12.50%
533,RARI,Russell Investments Australian Responsible Investment ETF,$20.20,-0.25,-1.22%,$216.51 M,-21.83%
224,RBD,Restaurant Brands New Zealand Ltd,$8.80,0,0.00%,$1.10 B,9.59%
358,RBL,Redbubble Ltd,$1.90,0.04,2.15%,$500.58 M,112.29%
"1,855",RBR,RBR Group Ltd,$0.01,0,0.00%,$6.19 M,-56.25%
"1,192",RBTZ,Betashares Global Robotics and Artificial Intelligence ETF,$11.06,-0.02,-0.18%,$34.30 M,16.79%
"2,164",RBX,Resource Base Ltd,$0.03,0,0.00%,$934.71 TH,0.00%
520,RCB,Russell Investments Australian Select Corporate Bond ETF,$20.73,0.02,0.10%,$230.79 M,0.73%
641,RCE,Recce Pharmaceuticals Ltd,$1.05,-0.005,-0.48%,$142.20 M,364.44%
"1,238",RCL,Readcloud Ltd,$0.32,0.03,10.53%,$30.89 M,-4.55%
"1,939",RCP,Redbank Copper Ltd,$0.02,0,0.00%,$4.65 M,58.33%
751,RCT,Reef Casino Trust,$2.13,0,0.00%,$104.50 M,-13.42%
"1,118",RCW,Rightcrowd Ltd,$0.20,0.03,17.65%,$39.86 M,-33.33%
"2,016",RD1,Registry Direct Ltd,$0.02,0,0.00%,$3.45 M,11.11%
378,RDC,Redcape Hotel Group,$0.78,0.005,0.65%,$427.95 M,-30.49%
902,RDF,Redflex Holdings Ltd,$0.44,0,0.00%,$66.46 M,12.82%
806,RDG,Resource Development Group Ltd,$0.04,0.004,12.90%,$88.55 M,94.44%
"1,288",RDH,Redhill Education Ltd,$0.58,-0.01,-1.71%,$27.11 M,-71.26%
"1,334",RDM,Red Metal Ltd,$0.12,0,0.00%,$24.41 M,25.00%
"2,043",RDN,Raiden Resources Ltd,$0.01,0,0.00%,$3.02 M,-12.50%
"1,912",RDS,Redstone Resources Ltd,$0.01,0,0.00%,$5.21 M,0.00%
511,RDV,Russell Investments High Dividend Australian Shares ETF,$23.30,-0.3,-1.27%,$235.57 M,-24.01%
731,RDY,Readytech Holdings Ltd,$1.37,0.005,0.37%,$109.21 M,-14.69%
"2,041",RE1,Resa Group Ltd,$0.02,0,0.00%,$3.03 M,-20.00%
28,REA,REA Group Ltd,$104.75,-1.58,-1.49%,$13.80 B,6.18%
372,RED,RED 5 Ltd,$0.23,-0.015,-6.12%,$450.53 M,-4.17%
"1,242",REE,RAREX Ltd,$0.09,0.001,1.16%,$30.85 M,248.00%
"2,181",REF,Reverse Corp Ltd,$0.00,0,0.00%,$371.44 TH,-90.91%
386,REG,Regis Healthcare Ltd,$1.38,-0.04,-2.83%,$413.53 M,-48.11%
75,REH,Reece Ltd,$9.41,-0.05,-0.53%,$6.08 B,-7.32%
"1,151",REIT,Vaneck Vectors Ftse International Property (Hedged) ETF,$15.55,-0.17,-1.08%,$37.79 M,-24.04%
"1,398",RENT,AMP Capital Global Prop Sec Fund (Unhedged) (Managed Fund),$2.53,-0.01,-0.39%,$20.95 M,-14.24%
"1,122",RES,Resource Generation Ltd,$0.07,-0.002,-2.86%,$39.53 M,-43.33%
"2,073",REV,Real Estate Investar Group Ltd,$0.01,0,0.00%,$2.57 M,10.00%
698,REX,Regional Express Holdings Ltd,$1.10,-0.04,-3.51%,$121.17 M,-24.14%
908,REY,REY Resources Ltd,$0.31,0,0.00%,$65.77 M,3.33%
"1,781",REZ,Resources & Energy Group Ltd,$0.02,-0.001,-4.76%,$7.75 M,-60.00%
471,RF1,Regal Investment Fund,$2.46,-0.01,-0.41%,$277.27 M,-3.15%
314,RFF,Rural Funds Group,$2.01,0.02,1.01%,$678.80 M,-14.47%
632,RFG,Retail Food Group Ltd,$0.07,0,0.00%,$148.26 M,-65.85%
"2,102",RFN,Reffind Ltd,$0.00,0,0.00%,$2.05 M,-66.67%
"1,928",RFR,Rafaella Resources Ltd,$0.08,0,0.00%,$4.89 M,-48.28%
"1,001",RFT,Rectifier Technologies Ltd,$0.04,0,0.00%,$51.98 M,-33.33%
"1,358",RFX,Redflow Ltd,$0.03,0,0.00%,$22.91 M,-34.21%
828,RGB,Russell Investments Australian Government Bond ETF,$23.12,0.08,0.35%,$82.34 M,1.45%
"1,852",RGI,Roto-Gro International Ltd,$0.04,-0.004,-8.70%,$6.26 M,-78.46%
"1,383",RGL,Riversgold Ltd,$0.07,0.001,1.47%,$21.58 M,310.53%
"1,376",RGS,Regeneus Ltd,$0.08,0.006,8.22%,$21.95 M,-14.92%
25,RHC,Ramsay Health Care Ltd,$62.98,-0.64,-1.01%,$14.42 B,-14.43%
"1,659",RHI,Red Hill Iron Ltd,$0.18,0.02,12.50%,$10.78 M,-8.61%
441,RHP,Rhipe Ltd,$2.03,-0.06,-2.87%,$327.10 M,-29.51%
892,RHT,Resonance Health Ltd,$0.16,-0.015,-8.82%,$68.79 M,40.91%
"1,712",RHY,RHYTHM Biosciences Ltd,$0.09,0.009,10.71%,$9.37 M,-54.63%
496,RIC,Ridley Corporation Ltd,$0.78,0.005,0.65%,$246.01 M,-31.42%
"2,021",RIE,Riedel Resources Ltd,$0.01,0,0.00%,$3.34 M,-11.11%
"1,649",RIM,Rimfire Pacific Mining NL,$0.01,0.001,16.67%,$11.09 M,133.33%
"1,094",RINC,Betashares Legg Mason Real Income Fund (Managed Fund),$7.45,-0.1,-1.33%,$42.01 M,-24.75%
13,RIO,RIO Tinto Ltd,$97.99,-0.68,-0.69%,$36.38 B,-6.24%
820,RKN,Reckon Ltd,$0.74,0.035,5.00%,$83.27 M,22.50%
"2,082",RLC,Reedy Lagoon Corporation Ltd,$0.01,-0.003,-33.33%,$2.41 M,50.00%
"1,812",RLE,Real Energy Corporation Ltd,$0.02,0.001,5.26%,$7.06 M,-68.75%
"1,718",RLG,Roolife Group Ltd,$0.03,0.005,22.73%,$9.20 M,-32.50%
"1,439",RLT,Renergen Ltd,$1.10,-0.04,-3.51%,$19.02 M,37.50%
380,RMC,Resimac Group Ltd,$1.04,0,0.00%,$423.75 M,62.50%
46,RMD,Resmed Inc,$27.86,0.28,1.02%,$9.76 B,56.25%
"1,889",RMG,RMG Ltd,$0.01,0,0.00%,$5.50 M,-41.67%
"2,120",RMI,Resource Mining Corporation Ltd,$0.01,0,0.00%,$1.78 M,-33.33%
"1,478",RML,Resolution Minerals Ltd,$0.08,-0.007,-7.78%,$17.13 M,118.42%
"1,907",RMP,Red Emperor Resources NL,$0.01,0.001,11.11%,$5.25 M,-9.09%
172,RMS,Ramelius Resources Ltd,$2.08,-0.02,-0.95%,$1.68 B,150.60%
"2,098",RMT,Rma Energy Ltd,$0.00,0,0.00%,$2.10 M,0.00%
"1,858",RMX,Red Mountain Mining Ltd,$0.01,0,0.00%,$6.08 M,100.00%
681,RMY,Rma Global Ltd,$0.30,0,0.00%,$125.40 M,50.00%
677,RND,Rand Mining Ltd,$2.10,-0.09,-4.11%,$126.31 M,-33.75%
"2,101",RNE,Renu Energy Ltd,$0.02,0,0.00%,$2.05 M,-70.69%
"1,438",RNO,Rhinomed Ltd,$0.08,-0.002,-2.60%,$19.04 M,-71.70%
"1,689",RNT,Rent.com.Au Ltd,$0.03,0,0.00%,$9.99 M,-10.52%
"1,508",RNU,Renascor Resources Ltd,$0.01,0,0.00%,$15.97 M,-33.33%
"2,004",RNX,Renegade Exploration Ltd,$0.01,0,0.00%,$3.56 M,66.67%
"2,145",RNY,RNY Property Trust,$0.01,0,0.00%,$1.32 M,0.00%
694,ROBO,ETFs Robo Global Robotics and Automation ETF,$65.53,-0.4,-0.61%,$122.98 M,12.50%
"2,127",ROG,Red Sky Energy Ltd,$0.00,0,0.00%,$1.64 M,-50.00%
"2,038",ROO,Roots Sustainable Agricultural Technologies Ltd,$0.02,0.001,5.56%,$3.07 M,-73.97%
"2,113",RPG,Raptis Group Ltd,$0.03,0,0.00%,$1.90 M,-38.78%
"1,532",RPM,RPM Automotive Group Ltd,$0.17,0.01,6.25%,$15.32 M,2025.00%
118,RRL,Regis Resources Ltd,$5.53,-0.16,-2.81%,$2.81 B,-3.49%
203,RSG,Resolute Mining Ltd,$1.20,-0.035,-2.85%,$1.32 B,-21.38%
938,RSH,Respiri Ltd,$0.09,0,0.00%,$59.96 M,-23.33%
942,RSM,Russell Investments Australian Semi-Government Bond ETF,$21.16,-0.04,-0.19%,$59.57 M,-0.98%
833,RTE,"Retech Technology Co., Ltd",$0.35,-0.005,-1.41%,$81.52 M,-13.58%
855,RTG,RTG Mining Inc,$0.15,0,0.00%,$76.24 M,80.72%
868,RTR,Rumble Resources Ltd,$0.15,-0.005,-3.33%,$74.02 M,154.39%
528,RUL,Rpmglobal Holdings Ltd,$0.99,-0.01,-1.00%,$222.07 M,67.80%
"1,016",RVR,Red River Resources Ltd,$0.10,0.003,3.23%,$49.56 M,-46.67%
"1,465",RVS,Revasum Inc,$0.54,0,0.00%,$17.83 M,-56.63%
146,RWC,Reliance Worldwide Corporation Ltd,$2.71,-0.09,-3.21%,$2.14 B,-25.96%
"1,335",RWD,Reward Minerals Ltd,$0.15,0,0.00%,$24.39 M,82.93%
"2,068",RXH,Rewardle Holdings Ltd,$0.01,0.002,66.67%,$2.63 M,0.00%
603,RXL,ROX Resources Ltd,$0.08,-0.002,-2.41%,$161.12 M,478.57%
"1,173",RXM,REX Minerals Ltd,$0.12,0.005,4.55%,$35.61 M,79.69%
"1,038",RXP,RXP Services Ltd,$0.30,0.005,1.72%,$47.52 M,-32.96%
829,RYD,Ryder Capital Ltd,$1.40,0,0.00%,$82.26 M,9.38%
"1,037",RZI,RAIZ Invest Ltd,$0.64,-0.025,-3.79%,$47.60 M,28.28%
"1,185",S2R,S2 Resources Ltd,$0.14,0.01,7.69%,$34.71 M,33.33%
45,S32,SOUTH32 Ltd,$2.04,-0.05,-2.39%,$9.89 B,-35.24%
"1,011",S66,Star Combo Pharma Ltd,$0.37,0,0.00%,$50.15 M,-50.99%
"2,163",SAM,SIV Asset Management Ltd,$0.07,0,0.00%,$937.49 TH,0.00%
"2,179",SAN,Sagalio Energy Ltd,$0.00,0,0.00%,$409.32 TH,0.00%
63,SAR,Saracen Mineral Holdings Ltd,$6.12,-0.12,-1.92%,$6.75 B,64.64%
884,SAS,Sky and Space Global Ltd,$0.03,0,0.00%,$70.07 M,0.00%
"1,484",SAU,Southern Gold Ltd,$0.13,-0.01,-7.14%,$16.68 M,18.18%
"1,973",SAVE,Pinnacle Ashares Global Dynamic Income Fund (Managed Fund),$9.38,0,0.00%,$4.08 M,-6.39%
"2,167",SBI,Sterling Plantations Ltd,$0.01,0,0.00%,$845.00 TH,0.00%
127,SBM,ST Barbara Ltd,$3.63,-0.06,-1.63%,$2.55 B,12.73%
"2,071",SBR,Sabre Resources Ltd,$0.00,0,0.00%,$2.57 M,-25.00%
"2,139",SBU,Siburan Resources Ltd,$0.00,0,0.00%,$1.40 M,0.00%
"1,474",SBW,Shekel Brainweigh Ltd,$0.13,0.035,38.89%,$17.38 M,-10.71%
38,SCG,Scentre Group,$2.12,0,0.00%,$11.00 B,-46.60%
"1,869",SCI,Silver City Minerals Ltd,$0.02,-0.002,-11.11%,$5.90 M,77.78%
"1,491",SCL,Schrole Group Ltd,$0.02,0,0.00%,$16.43 M,100.00%
"1,519",SCN,Scorpion Minerals Ltd,$0.08,0.006,8.45%,$15.75 M,1825.00%
135,SCP,Shopping Centres Australasia Property Group,$2.19,0.01,0.46%,$2.35 B,-13.44%
"1,934",SCT,Scout Security Ltd,$0.05,0,0.00%,$4.76 M,-44.44%
"1,705",SCU,Stemcell United Ltd,$0.02,0,0.00%,$9.62 M,-11.77%
563,SDA,Speedcast International Ltd,$0.79,0,0.00%,$189.40 M,-60.50%
114,SDF,Steadfast Group Ltd,$3.34,0.03,0.91%,$2.88 B,-6.70%
605,SDG,Sunland Group Ltd,$1.17,-0.01,-0.85%,$160.18 M,-30.77%
831,SDI,SDI Ltd,$0.69,-0.005,-0.72%,$82.02 M,-22.47%
"1,044",SDL,Sundance Resources Ltd,$0.01,0,0.00%,$47.03 M,0.00%
736,SDV,Scidev Ltd,$0.77,0.015,1.99%,$108.49 M,470.37%
"1,314",SDX,Sienna Cancer Diagnostics Ltd,$0.06,0.002,3.23%,$25.29 M,6.67%
"1,460",SE1,Sensera Ltd,$0.06,-0.001,-1.75%,$18.04 M,-46.67%
813,SEC,Spheria Emerging Companies Ltd,$1.37,-0.01,-0.73%,$85.60 M,-23.46%
"1,220",SEI,Speciality Metals International Ltd,$0.03,0.001,3.57%,$32.20 M,3.57%
58,SEK,Seek Ltd,$21.42,-0.15,-0.70%,$7.56 B,-2.24%
809,SELF,Selfwealth SMSF Leaders ETF,$41.24,-0.29,-0.70%,$86.65 M,-18.03%
976,SEN,Senetas Corporation Ltd,$0.05,0,0.00%,$55.19 M,-21.54%
"1,231",SEQ,Sequoia Financial Group Ltd,$0.26,-0.01,-3.70%,$31.52 M,52.94%
"1,866",SER,Strategic Energy Resources Ltd,$0.01,0,0.00%,$5.94 M,-28.57%
"1,076",SES,Secos Group Ltd,$0.11,0,0.00%,$44.08 M,150.00%
"2,034",SF1,Stemify Ltd,$0.02,0,0.00%,$3.14 M,-85.19%
598,SFC,Schaffer Corporation Ltd,$12.00,-0.7,-5.51%,$163.38 M,-12.35%
691,SFG,Seafarms Group Ltd,$0.05,0.001,2.00%,$123.54 M,-41.38%
"1,918",SFM,Santa Fe Minerals Ltd,$0.07,0,0.00%,$5.10 M,-30.00%
252,SFR,Sandfire Resources Ltd,$5.14,-0.03,-0.58%,$916.21 M,-22.12%
999,SFX,Sheffield Resources Ltd,$0.17,0,0.00%,$52.52 M,-63.04%
328,SFY,SPDR S&P/ASX 50 Fund,$53.00,-0.64,-1.19%,$596.98 M,-14.52%
"1,800",SGC,Sacgasco Ltd,$0.03,0,0.00%,$7.30 M,42.11%
